DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,#1,%1,#2,%2,#3,%3,#4,%4,#5,%5 
09X055,P.S. 055 BENJAMIN FRANKLIN,All Grades,2013,All Students,298,273,212,71.1,77,25.8,8,2.7,1,0.3,9,3
09X055,P.S. 055 BENJAMIN FRANKLIN,All Grades,2014,All Students,324,271,216,66.7,86,26.5,21,6.5,1,0.3,22,6.8
09X055,P.S. 055 BENJAMIN FRANKLIN,All Grades,2015,All Students,343,273,212,61.8,106,30.9,22,6.4,3,0.9,25,7.3
09X058,P.S. 058,3,2013,All Students,51,274,28,54.9,19,37.3,4,7.8,0,0,4,7.8
09X058,P.S. 058,3,2014,All Students,63,274,40,63.5,17,27,6,9.5,0,0,6,9.5
09X058,P.S. 058,3,2015,All Students,56,291,25,44.6,22,39.3,7,12.5,2,3.6,9,16.1
09X058,P.S. 058,4,2013,All Students,74,269,52,70.3,17,23,5,6.8,0,0,5,6.8
09X058,P.S. 058,4,2014,All Students,54,277,28,51.9,22,40.7,3,5.6,1,1.9,4,7.4
09X058,P.S. 058,4,2015,All Students,61,280,31,50.8,25,41,4,6.6,1,1.6,5,8.2
09X058,P.S. 058,5,2013,All Students,72,273,49,68.1,16,22.2,7,9.7,0,0,7,9.7
09X058,P.S. 058,5,2014,All Students,68,274,48,70.6,15,22.1,3,4.4,2,2.9,5,7.4
09X058,P.S. 058,5,2015,All Students,51,271,32,62.7,15,29.4,4,7.8,0,0,4,7.8
09X058,P.S. 058,All Grades,2013,All Students,197,272,129,65.5,52,26.4,16,8.1,0,0,16,8.1
09X058,P.S. 058,All Grades,2014,All Students,185,275,116,62.7,54,29.2,12,6.5,3,1.6,15,8.1
09X058,P.S. 058,All Grades,2015,All Students,168,281,88,52.4,62,36.9,15,8.9,3,1.8,18,10.7
09X063,P.S. 063 AUTHOR'S ACADEMY,3,2013,All Students,81,293,35,43.2,31,38.3,14,17.3,1,1.2,15,18.5
09X063,P.S. 063 AUTHOR'S ACADEMY,3,2014,All Students,88,301,24,27.3,34,38.6,29,33,1,1.1,30,34.1
09X063,P.S. 063 AUTHOR'S ACADEMY,3,2015,All Students,83,298,28,33.7,34,41,19,22.9,2,2.4,21,25.3
09X063,P.S. 063 AUTHOR'S ACADEMY,4,2013,All Students,71,307,17,23.9,29,40.8,16,22.5,9,12.7,25,35.2
09X063,P.S. 063 AUTHOR'S ACADEMY,4,2014,All Students,70,311,10,14.3,29,41.4,24,34.3,7,10,31,44.3
09X063,P.S. 063 AUTHOR'S ACADEMY,4,2015,All Students,80,304,16,20,37,46.3,23,28.8,4,5,27,33.8
09X063,P.S. 063 AUTHOR'S ACADEMY,5,2013,All Students,84,302,25,29.8,37,44,18,21.4,4,4.8,22,26.2
09X063,P.S. 063 AUTHOR'S ACADEMY,5,2014,All Students,76,296,29,38.2,32,42.1,10,13.2,5,6.6,15,19.7
09X063,P.S. 063 AUTHOR'S ACADEMY,5,2015,All Students,59,297,17,28.8,30,50.8,10,16.9,2,3.4,12,20.3
09X063,P.S. 063 AUTHOR'S ACADEMY,All Grades,2013,All Students,236,301,77,32.6,97,41.1,48,20.3,14,5.9,62,26.3
09X063,P.S. 063 AUTHOR'S ACADEMY,All Grades,2014,All Students,234,302,63,26.9,95,40.6,63,26.9,13,5.6,76,32.5
09X063,P.S. 063 AUTHOR'S ACADEMY,All Grades,2015,All Students,222,300,61,27.5,101,45.5,52,23.4,8,3.6,60,27
09X064,P.S. 064 PURA BELPRE,3,2013,All Students,157,258,133,84.7,22,14,2,1.3,0,0,2,1.3
09X064,P.S. 064 PURA BELPRE,3,2014,All Students,154,264,120,77.9,27,17.5,6,3.9,1,0.6,7,4.5
09X064,P.S. 064 PURA BELPRE,4,2013,All Students,145,267,100,69,41,28.3,4,2.8,0,0,4,2.8
09X064,P.S. 064 PURA BELPRE,4,2014,All Students,139,263,105,75.5,29,20.9,3,2.2,2,1.4,5,3.6
09X064,P.S. 064 PURA BELPRE,4,2015,All Students,147,267,104,70.7,36,24.5,5,3.4,2,1.4,7,4.8
09X064,P.S. 064 PURA BELPRE,5,2013,All Students,134,273,89,66.4,40,29.9,4,3,1,0.7,5,3.7
09X064,P.S. 064 PURA BELPRE,5,2014,All Students,148,268,116,78.4,29,19.6,2,1.4,1,0.7,3,2
09X064,P.S. 064 PURA BELPRE,5,2015,All Students,119,268,83,69.7,29,24.4,5,4.2,2,1.7,7,5.9
09X064,P.S. 064 PURA BELPRE,All Grades,2013,All Students,436,265,322,73.9,103,23.6,10,2.3,1,0.2,11,2.5
09X064,P.S. 064 PURA BELPRE,All Grades,2014,All Students,441,265,341,77.3,85,19.3,11,2.5,4,0.9,15,3.4
09X064,P.S. 064 PURA BELPRE,All Grades,2015,All Students,266,267,187,70.3,65,24.4,10,3.8,4,1.5,14,5.3
09X070,P.S. 070 MAX SCHOENFELD,3,2013,All Students,226,263,173,76.5,47,20.8,6,2.7,0,0,6,2.7
09X070,P.S. 070 MAX SCHOENFELD,3,2014,All Students,226,272,145,64.2,59,26.1,21,9.3,1,0.4,22,9.7
09X070,P.S. 070 MAX SCHOENFELD,3,2015,All Students,224,277,143,63.8,58,25.9,22,9.8,1,0.4,23,10.3
09X070,P.S. 070 MAX SCHOENFELD,4,2013,All Students,232,274,142,61.2,72,31,15,6.5,3,1.3,18,7.8
09X070,P.S. 070 MAX SCHOENFELD,4,2014,All Students,196,274,117,59.7,55,28.1,19,9.7,5,2.6,24,12.2
09X070,P.S. 070 MAX SCHOENFELD,4,2015,All Students,220,278,118,53.6,77,35,20,9.1,5,2.3,25,11.4
09X070,P.S. 070 MAX SCHOENFELD,5,2013,All Students,204,275,128,62.7,64,31.4,11,5.4,1,0.5,12,5.9
09X070,P.S. 070 MAX SCHOENFELD,5,2014,All Students,216,276,136,63,58,26.9,18,8.3,4,1.9,22,10.2
09X070,P.S. 070 MAX SCHOENFELD,5,2015,All Students,189,269,132,69.8,46,24.3,9,4.8,2,1.1,11,5.8
09X070,P.S. 070 MAX SCHOENFELD,All Grades,2013,All Students,662,270,443,66.9,183,27.6,32,4.8,4,0.6,36,5.4
09X070,P.S. 070 MAX SCHOENFELD,All Grades,2014,All Students,638,274,398,62.4,172,27,58,9.1,10,1.6,68,10.7
09X070,P.S. 070 MAX SCHOENFELD,All Grades,2015,All Students,633,275,393,62.1,181,28.6,51,8.1,8,1.3,59,9.3
09X073,P.S. 073 BRONX,3,2013,All Students,144,273,99,68.8,37,25.7,8,5.6,0,0,8,5.6
09X073,P.S. 073 BRONX,3,2014,All Students,117,274,77,65.8,31,26.5,9,7.7,0,0,9,7.7
09X073,P.S. 073 BRONX,3,2015,All Students,105,272,73,69.5,29,27.6,2,1.9,1,1,3,2.9
09X073,P.S. 073 BRONX,4,2013,All Students,129,282,63,48.8,57,44.2,8,6.2,1,0.8,9,7
09X073,P.S. 073 BRONX,4,2014,All Students,128,279,72,56.3,46,35.9,8,6.3,2,1.6,10,7.8
09X073,P.S. 073 BRONX,4,2015,All Students,114,277,66,57.9,36,31.6,12,10.5,0,0,12,10.5
09X073,P.S. 073 BRONX,5,2013,All Students,89,284,43,48.3,39,43.8,6,6.7,1,1.1,7,7.9
09X073,P.S. 073 BRONX,5,2014,All Students,127,281,67,52.8,49,38.6,8,6.3,3,2.4,11,8.7
09X073,P.S. 073 BRONX,5,2015,All Students,127,275,78,61.4,41,32.3,8,6.3,0,0,8,6.3
09X073,P.S. 073 BRONX,All Grades,2013,All Students,362,279,205,56.6,133,36.7,22,6.1,2,0.6,24,6.6
09X073,P.S. 073 BRONX,All Grades,2014,All Students,372,278,216,58.1,126,33.9,25,6.7,5,1.3,30,8.1
09X073,P.S. 073 BRONX,All Grades,2015,All Students,346,275,217,62.7,106,30.6,22,6.4,1,0.3,23,6.6
09X088,P.S. X088 - S. SILVERSTEIN LITTLE SPARROW SCHOOL,3,2013,All Students,51,302,17,33.3,17,33.3,17,33.3,0,0,17,33.3
09X088,P.S. X088 - S. SILVERSTEIN LITTLE SPARROW SCHOOL,3,2014,All Students,45,296,15,33.3,20,44.4,10,22.2,0,0,10,22.2
09X088,P.S. X088 - S. SILVERSTEIN LITTLE SPARROW SCHOOL,3,2015,All Students,36,304,8,22.2,18,50,10,27.8,0,0,10,27.8
09X088,P.S. X088 - S. SILVERSTEIN LITTLE SPARROW SCHOOL,All Grades,2013,All Students,51,302,17,33.3,17,33.3,17,33.3,0,0,17,33.3
09X088,P.S. X088 - S. SILVERSTEIN LITTLE SPARROW SCHOOL,All Grades,2014,All Students,45,296,15,33.3,20,44.4,10,22.2,0,0,10,22.2
09X088,P.S. X088 - S. SILVERSTEIN LITTLE SPARROW SCHOOL,All Grades,2015,All Students,36,304,8,22.2,18,50,10,27.8,0,0,10,27.8
09X109,P.S. 109 SEDGWICK,3,2013,All Students,139,288,71,51.1,40,28.8,28,20.1,0,0,28,20.1
09X109,P.S. 109 SEDGWICK,3,2014,All Students,133,282,73,54.9,42,31.6,16,12,2,1.5,18,13.5
09X109,P.S. 109 SEDGWICK,3,2015,All Students,127,279,71,55.9,41,32.3,14,11,1,0.8,15,11.8
09X109,P.S. 109 SEDGWICK,4,2013,All Students,107,280,54,50.5,44,41.1,9,8.4,0,0,9,8.4
09X109,P.S. 109 SEDGWICK,4,2014,All Students,140,290,58,41.4,55,39.3,21,15,6,4.3,27,19.3
09X109,P.S. 109 SEDGWICK,4,2015,All Students,124,278,67,54,42,33.9,14,11.3,1,0.8,15,12.1
09X109,P.S. 109 SEDGWICK,5,2013,All Students,121,294,49,40.5,48,39.7,21,17.4,3,2.5,24,19.8
09X109,P.S. 109 SEDGWICK,5,2014,All Students,101,286,51,50.5,39,38.6,8,7.9,3,3,11,10.9
09X109,P.S. 109 SEDGWICK,5,2015,All Students,128,283,65,50.8,45,35.2,16,12.5,2,1.6,18,14.1
09X109,P.S. 109 SEDGWICK,All Grades,2013,All Students,367,288,174,47.4,132,36,58,15.8,3,0.8,61,16.6
09X109,P.S. 109 SEDGWICK,All Grades,2014,All Students,374,286,182,48.7,136,36.4,45,12,11,2.9,56,15
09X109,P.S. 109 SEDGWICK,All Grades,2015,All Students,379,280,203,53.6,128,33.8,44,11.6,4,1.1,48,12.7
09X110,P.S. 110 THEODORE SCHOENFELD,3,2013,All Students,61,292,31,50.8,17,27.9,13,21.3,0,0,13,21.3
09X110,P.S. 110 THEODORE SCHOENFELD,3,2014,All Students,66,285,35,53,27,40.9,4,6.1,0,0,4,6.1
09X110,P.S. 110 THEODORE SCHOENFELD,3,2015,All Students,65,297,26,40,20,30.8,17,26.2,2,3.1,19,29.2
09X110,P.S. 110 THEODORE SCHOENFELD,4,2013,All Students,49,295,15,30.6,25,51,5,10.2,4,8.2,9,18.4
09X110,P.S. 110 THEODORE SCHOENFELD,4,2014,All Students,66,288,33,50,20,30.3,11,16.7,2,3,13,19.7
09X110,P.S. 110 THEODORE SCHOENFELD,4,2015,All Students,68,288,23,33.8,39,57.4,6,8.8,0,0,6,8.8
09X110,P.S. 110 THEODORE SCHOENFELD,5,2013,All Students,63,297,21,33.3,26,41.3,16,25.4,0,0,16,25.4
09X110,P.S. 110 THEODORE SCHOENFELD,5,2014,All Students,46,285,23,50,18,39.1,4,8.7,1,2.2,5,10.9
09X110,P.S. 110 THEODORE SCHOENFELD,5,2015,All Students,63,281,34,54,14,22.2,14,22.2,1,1.6,15,23.8
09X110,P.S. 110 THEODORE SCHOENFELD,All Grades,2013,All Students,173,295,67,38.7,68,39.3,34,19.7,4,2.3,38,22
09X110,P.S. 110 THEODORE SCHOENFELD,All Grades,2014,All Students,178,286,91,51.1,65,36.5,19,10.7,3,1.7,22,12.4
09X110,P.S. 110 THEODORE SCHOENFELD,All Grades,2015,All Students,196,289,83,42.3,73,37.2,37,18.9,3,1.5,40,20.4
09X114,P.S. X114 - LUIS LLORENS TORRES SCHOOLS,3,2013,All Students,147,277,92,62.6,44,29.9,11,7.5,0,0,11,7.5
09X114,P.S. X114 - LUIS LLORENS TORRES SCHOOLS,3,2014,All Students,132,269,100,75.8,27,20.5,5,3.8,0,0,5,3.8
09X114,P.S. X114 - LUIS LLORENS TORRES SCHOOLS,3,2015,All Students,130,272,92,70.8,26,20,11,8.5,1,0.8,12,9.2
09X114,P.S. X114 - LUIS LLORENS TORRES SCHOOLS,4,2013,All Students,158,268,109,69,38,24.1,9,5.7,2,1.3,11,7
09X114,P.S. X114 - LUIS LLORENS TORRES SCHOOLS,4,2014,All Students,161,274,98,60.9,45,28,15,9.3,3,1.9,18,11.2
09X114,P.S. X114 - LUIS LLORENS TORRES SCHOOLS,4,2015,All Students,126,272,76,60.3,40,31.7,10,7.9,0,0,10,7.9
09X114,P.S. X114 - LUIS LLORENS TORRES SCHOOLS,5,2013,All Students,142,283,78,54.9,49,34.5,13,9.2,2,1.4,15,10.6
09X114,P.S. X114 - LUIS LLORENS TORRES SCHOOLS,5,2014,All Students,146,271,106,72.6,27,18.5,9,6.2,4,2.7,13,8.9
09X114,P.S. X114 - LUIS LLORENS TORRES SCHOOLS,5,2015,All Students,154,273,98,63.6,43,27.9,10,6.5,3,1.9,13,8.4
09X114,P.S. X114 - LUIS LLORENS TORRES SCHOOLS,All Grades,2013,All Students,447,276,279,62.4,131,29.3,33,7.4,4,0.9,37,8.3
09X114,P.S. X114 - LUIS LLORENS TORRES SCHOOLS,All Grades,2014,All Students,439,272,304,69.2,99,22.6,29,6.6,7,1.6,36,8.2
09X114,P.S. X114 - LUIS LLORENS TORRES SCHOOLS,All Grades,2015,All Students,410,272,266,64.9,109,26.6,31,7.6,4,1,35,8.5
09X117,I.S. 117 JOSEPH H. WADE,6,2013,All Students,183,267,124,67.8,55,30.1,4,2.2,0,0,4,2.2
09X117,I.S. 117 JOSEPH H. WADE,6,2014,All Students,178,270,104,58.4,63,35.4,8,4.5,3,1.7,11,6.2
09X117,I.S. 117 JOSEPH H. WADE,6,2015,All Students,187,269,125,66.8,54,28.9,7,3.7,1,0.5,8,4.3
09X117,I.S. 117 JOSEPH H. WADE,7,2013,All Students,208,272,135,64.9,59,28.4,13,6.3,1,0.5,14,6.7
09X117,I.S. 117 JOSEPH H. WADE,7,2014,All Students,194,274,126,64.9,61,31.4,7,3.6,0,0,7,3.6
09X117,I.S. 117 JOSEPH H. WADE,7,2015,All Students,173,274,111,64.2,57,32.9,5,2.9,0,0,5,2.9
09X117,I.S. 117 JOSEPH H. WADE,8,2013,All Students,230,272,139,60.4,64,27.8,25,10.9,2,0.9,27,11.7
09X117,I.S. 117 JOSEPH H. WADE,8,2014,All Students,214,272,141,65.9,62,29,10,4.7,1,0.5,11,5.1
09X117,I.S. 117 JOSEPH H. WADE,8,2015,All Students,187,266,120,64.2,55,29.4,12,6.4,0,0,12,6.4
09X117,I.S. 117 JOSEPH H. WADE,All Grades,2013,All Students,621,271,398,64.1,178,28.7,42,6.8,3,0.5,45,7.2
09X117,I.S. 117 JOSEPH H. WADE,All Grades,2014,All Students,586,272,371,63.3,186,31.7,25,4.3,4,0.7,29,4.9
09X117,I.S. 117 JOSEPH H. WADE,All Grades,2015,All Students,547,270,356,65.1,166,30.3,24,4.4,1,0.2,25,4.6
09X126,P.S. 126 DR MARJORIE H DUNBAR,3,2013,All Students,90,287,43,47.8,36,40,11,12.2,0,0,11,12.2
09X126,P.S. 126 DR MARJORIE H DUNBAR,3,2014,All Students,113,286,58,51.3,35,31,20,17.7,0,0,20,17.7
09X126,P.S. 126 DR MARJORIE H DUNBAR,3,2015,All Students,95,290,46,48.4,36,37.9,12,12.6,1,1.1,13,13.7
09X126,P.S. 126 DR MARJORIE H DUNBAR,4,2013,All Students,94,280,48,51.1,37,39.4,8,8.5,1,1.1,9,9.6
09X126,P.S. 126 DR MARJORIE H DUNBAR,4,2014,All Students,84,295,30,35.7,35,41.7,15,17.9,4,4.8,19,22.6
09X126,P.S. 126 DR MARJORIE H DUNBAR,4,2015,All Students,115,289,49,42.6,47,40.9,18,15.7,1,0.9,19,16.5
09X126,P.S. 126 DR MARJORIE H DUNBAR,5,2013,All Students,96,284,50,52.1,40,41.7,6,6.3,0,0,6,6.3
09X126,P.S. 126 DR MARJORIE H DUNBAR,5,2014,All Students,91,288,44,48.4,37,40.7,7,7.7,3,3.3,10,11
09X126,P.S. 126 DR MARJORIE H DUNBAR,5,2015,All Students,83,284,42,50.6,33,39.8,7,8.4,1,1.2,8,9.6
09X126,P.S. 126 DR MARJORIE H DUNBAR,6,2013,All Students,65,272,43,66.2,20,30.8,2,3.1,0,0,2,3.1
09X126,P.S. 126 DR MARJORIE H DUNBAR,All Grades,2013,All Students,345,282,184,53.3,133,38.6,27,7.8,1,0.3,28,8.1
09X126,P.S. 126 DR MARJORIE H DUNBAR,All Grades,2014,All Students,288,289,132,45.8,107,37.2,42,14.6,7,2.4,49,17
09X126,P.S. 126 DR MARJORIE H DUNBAR,All Grades,2015,All Students,293,288,137,46.8,116,39.6,37,12.6,3,1,40,13.7
09X128,MOTT HALL III,6,2013,All Students,119,287,48,40.3,55,46.2,11,9.2,5,4.2,16,13.4
09X128,MOTT HALL III,6,2014,All Students,130,308,13,10,67,51.5,37,28.5,13,10,50,38.5
09X128,MOTT HALL III,6,2015,All Students,114,302,24,21.1,58,50.9,14,12.3,18,15.8,32,28.1
09X128,MOTT HALL III,7,2013,All Students,111,304,18,16.2,63,56.8,27,24.3,3,2.7,30,27
09X128,MOTT HALL III,7,2014,All Students,108,295,31,28.7,53,49.1,22,20.4,2,1.9,24,22.2
09X128,MOTT HALL III,7,2015,All Students,125,308,17,13.6,60,48,41,32.8,7,5.6,48,38.4
09X128,MOTT HALL III,8,2013,All Students,108,304,21,19.4,50,46.3,31,28.7,6,5.6,37,34.3
09X128,MOTT HALL III,8,2014,All Students,112,302,24,21.4,55,49.1,25,22.3,8,7.1,33,29.5
09X128,MOTT HALL III,8,2015,All Students,102,303,18,17.6,44,43.1,37,36.3,3,2.9,40,39.2
09X128,MOTT HALL III,All Grades,2013,All Students,338,298,87,25.7,168,49.7,69,20.4,14,4.1,83,24.6
09X128,MOTT HALL III,All Grades,2014,All Students,350,302,68,19.4,175,50,84,24,23,6.6,107,30.6
09X128,MOTT HALL III,All Grades,2015,All Students,341,304,59,17.3,162,47.5,92,27,28,8.2,120,35.2
09X132,P.S. 132 GARRET A. MORGAN,3,2013,All Students,89,274,59,66.3,24,27,6,6.7,0,0,6,6.7
09X132,P.S. 132 GARRET A. MORGAN,3,2014,All Students,67,276,46,68.7,17,25.4,4,6,0,0,4,6
09X132,P.S. 132 GARRET A. MORGAN,3,2015,All Students,75,265,56,74.7,15,20,4,5.3,0,0,4,5.3
09X132,P.S. 132 GARRET A. MORGAN,4,2013,All Students,82,280,49,59.8,31,37.8,2,2.4,0,0,2,2.4
09X132,P.S. 132 GARRET A. MORGAN,4,2014,All Students,80,280,43,53.8,31,38.8,6,7.5,0,0,6,7.5
09X132,P.S. 132 GARRET A. MORGAN,4,2015,All Students,66,272,47,71.2,14,21.2,4,6.1,1,1.5,5,7.6
09X132,P.S. 132 GARRET A. MORGAN,5,2013,All Students,71,283,42,59.2,24,33.8,5,7,0,0,5,7
09X132,P.S. 132 GARRET A. MORGAN,5,2014,All Students,73,277,41,56.2,29,39.7,3,4.1,0,0,3,4.1
09X132,P.S. 132 GARRET A. MORGAN,5,2015,All Students,66,287,31,47,28,42.4,7,10.6,0,0,7,10.6
09X132,P.S. 132 GARRET A. MORGAN,All Grades,2013,All Students,242,278,150,62,79,32.6,13,5.4,0,0,13,5.4
09X132,P.S. 132 GARRET A. MORGAN,All Grades,2014,All Students,220,278,130,59.1,77,35,13,5.9,0,0,13,5.9
09X132,P.S. 132 GARRET A. MORGAN,All Grades,2015,All Students,207,274,134,64.7,57,27.5,15,7.2,1,0.5,16,7.7
09X145,J.H.S. 145 ARTURO TOSCANINI,5,2013,All Students,5,s,s,s,s,s,s,s,s,s,s,s
09X145,J.H.S. 145 ARTURO TOSCANINI,6,2013,All Students,128,268,84,65.6,38,29.7,4,3.1,2,1.6,6,4.7
09X145,J.H.S. 145 ARTURO TOSCANINI,6,2014,All Students,87,269,53,60.9,30,34.5,4,4.6,0,0,4,4.6
09X145,J.H.S. 145 ARTURO TOSCANINI,6,2015,All Students,92,269,56,60.9,33,35.9,1,1.1,2,2.2,3,3.3
09X145,J.H.S. 145 ARTURO TOSCANINI,7,2013,All Students,155,277,92,59.4,49,31.6,14,9,0,0,14,9
09X145,J.H.S. 145 ARTURO TOSCANINI,7,2014,All Students,128,277,66,51.6,53,41.4,9,7,0,0,9,7
09X145,J.H.S. 145 ARTURO TOSCANINI,7,2015,All Students,91,269,60,65.9,25,27.5,6,6.6,0,0,6,6.6
09X145,J.H.S. 145 ARTURO TOSCANINI,8,2013,All Students,127,278,74,58.3,39,30.7,10,7.9,4,3.1,14,11
09X145,J.H.S. 145 ARTURO TOSCANINI,8,2014,All Students,170,272,96,56.5,60,35.3,12,7.1,2,1.2,14,8.2
09X145,J.H.S. 145 ARTURO TOSCANINI,8,2015,All Students,128,270,74,57.8,46,35.9,7,5.5,1,0.8,8,6.3
09X145,J.H.S. 145 ARTURO TOSCANINI,All Grades,2013,All Students,415,274,254,61.2,127,30.6,28,6.7,6,1.4,34,8.2
09X145,J.H.S. 145 ARTURO TOSCANINI,All Grades,2014,All Students,385,273,215,55.8,143,37.1,25,6.5,2,0.5,27,7
09X145,J.H.S. 145 ARTURO TOSCANINI,All Grades,2015,All Students,311,270,190,61.1,104,33.4,14,4.5,3,1,17,5.5
09X163,P.S. 163 ARTHUR A. SCHOMBURG,3,2013,All Students,94,282,57,60.6,24,25.5,12,12.8,1,1.1,13,13.8
09X163,P.S. 163 ARTHUR A. SCHOMBURG,3,2014,All Students,103,288,45,43.7,36,35,22,21.4,0,0,22,21.4
09X163,P.S. 163 ARTHUR A. SCHOMBURG,3,2015,All Students,91,284,44,48.4,32,35.2,15,16.5,0,0,15,16.5
09X163,P.S. 163 ARTHUR A. SCHOMBURG,4,2013,All Students,91,281,44,48.4,43,47.3,4,4.4,0,0,4,4.4
09X163,P.S. 163 ARTHUR A. SCHOMBURG,4,2014,All Students,86,287,35,40.7,34,39.5,14,16.3,3,3.5,17,19.8
09X163,P.S. 163 ARTHUR A. SCHOMBURG,4,2015,All Students,98,291,27,27.6,52,53.1,15,15.3,4,4.1,19,19.4
09X163,P.S. 163 ARTHUR A. SCHOMBURG,5,2013,All Students,94,281,56,59.6,28,29.8,7,7.4,3,3.2,10,10.6
09X163,P.S. 163 ARTHUR A. SCHOMBURG,5,2014,All Students,88,279,52,59.1,32,36.4,4,4.5,0,0,4,4.5
09X163,P.S. 163 ARTHUR A. SCHOMBURG,5,2015,All Students,92,283,48,52.2,33,35.9,8,8.7,3,3.3,11,12
09X163,P.S. 163 ARTHUR A. SCHOMBURG,All Grades,2013,All Students,279,281,157,56.3,95,34.1,23,8.2,4,1.4,27,9.7
09X163,P.S. 163 ARTHUR A. SCHOMBURG,All Grades,2014,All Students,277,285,132,47.7,102,36.8,40,14.4,3,1.1,43,15.5
09X163,P.S. 163 ARTHUR A. SCHOMBURG,All Grades,2015,All Students,281,286,119,42.3,117,41.6,38,13.5,7,2.5,45,16
09X199,P.S. 199X - THE SHAKESPEARE SCHOOL,3,2013,All Students,117,296,49,41.9,38,32.5,28,23.9,2,1.7,30,25.6
09X199,P.S. 199X - THE SHAKESPEARE SCHOOL,3,2014,All Students,133,286,68,51.1,34,25.6,30,22.6,1,0.8,31,23.3
09X199,P.S. 199X - THE SHAKESPEARE SCHOOL,3,2015,All Students,123,278,77,62.6,26,21.1,19,15.4,1,0.8,20,16.3
09X199,P.S. 199X - THE SHAKESPEARE SCHOOL,4,2013,All Students,93,287,46,49.5,33,35.5,11,11.8,3,3.2,14,15.1
09X199,P.S. 199X - THE SHAKESPEARE SCHOOL,4,2014,All Students,120,280,62,51.7,46,38.3,10,8.3,2,1.7,12,10
09X199,P.S. 199X - THE SHAKESPEARE SCHOOL,4,2015,All Students,120,286,62,51.7,34,28.3,18,15,6,5,24,20
09X199,P.S. 199X - THE SHAKESPEARE SCHOOL,5,2013,All Students,106,289,52,49.1,30,28.3,18,17,6,5.7,24,22.6
09X199,P.S. 199X - THE SHAKESPEARE SCHOOL,5,2014,All Students,88,284,49,55.7,26,29.5,13,14.8,0,0,13,14.8
09X199,P.S. 199X - THE SHAKESPEARE SCHOOL,5,2015,All Students,116,278,63,54.3,43,37.1,7,6,3,2.6,10,8.6
09X199,P.S. 199X - THE SHAKESPEARE SCHOOL,All Grades,2013,All Students,316,291,147,46.5,101,32,57,18,11,3.5,68,21.5
09X199,P.S. 199X - THE SHAKESPEARE SCHOOL,All Grades,2014,All Students,341,283,179,52.5,106,31.1,53,15.5,3,0.9,56,16.4
09X199,P.S. 199X - THE SHAKESPEARE SCHOOL,All Grades,2015,All Students,359,281,202,56.3,103,28.7,44,12.3,10,2.8,54,15
09X204,P.S. 204 MORRIS HEIGHTS,3,2013,All Students,85,300,31,36.5,31,36.5,23,27.1,0,0,23,27.1
09X204,P.S. 204 MORRIS HEIGHTS,3,2014,All Students,100,297,39,39,34,34,26,26,1,1,27,27
09X204,P.S. 204 MORRIS HEIGHTS,3,2015,All Students,79,298,26,32.9,33,41.8,18,22.8,2,2.5,20,25.3
09X204,P.S. 204 MORRIS HEIGHTS,4,2013,All Students,76,292,24,31.6,44,57.9,6,7.9,2,2.6,8,10.5
09X204,P.S. 204 MORRIS HEIGHTS,4,2014,All Students,85,298,26,30.6,38,44.7,17,20,4,4.7,21,24.7
09X204,P.S. 204 MORRIS HEIGHTS,4,2015,All Students,91,299,26,28.6,39,42.9,19,20.9,7,7.7,26,28.6
09X204,P.S. 204 MORRIS HEIGHTS,5,2013,All Students,82,295,31,37.8,36,43.9,13,15.9,2,2.4,15,18.3
09X204,P.S. 204 MORRIS HEIGHTS,5,2014,All Students,73,296,21,28.8,40,54.8,12,16.4,0,0,12,16.4
09X204,P.S. 204 MORRIS HEIGHTS,5,2015,All Students,81,291,33,40.7,38,46.9,7,8.6,3,3.7,10,12.3
09X204,P.S. 204 MORRIS HEIGHTS,All Grades,2013,All Students,243,296,86,35.4,111,45.7,42,17.3,4,1.6,46,18.9
09X204,P.S. 204 MORRIS HEIGHTS,All Grades,2014,All Students,258,297,86,33.3,112,43.4,55,21.3,5,1.9,60,23.3
09X204,P.S. 204 MORRIS HEIGHTS,All Grades,2015,All Students,251,296,85,33.9,110,43.8,44,17.5,12,4.8,56,22.3
09X215,KAPPA,5,2013,All Students,51,300,16,31.4,24,47.1,8,15.7,3,5.9,11,21.6
09X215,KAPPA,5,2014,All Students,28,299,10,35.7,11,39.3,5,17.9,2,7.1,7,25
09X215,KAPPA,5,2015,All Students,38,299,13,34.2,16,42.1,5,13.2,4,10.5,9,23.7
09X215,KAPPA,6,2013,All Students,113,289,43,38.1,54,47.8,11,9.7,5,4.4,16,14.2
09X215,KAPPA,6,2014,All Students,92,294,32,34.8,46,50,10,10.9,4,4.3,14,15.2
09X215,KAPPA,6,2015,All Students,59,292,20,33.9,28,47.5,7,11.9,4,6.8,11,18.6
09X215,KAPPA,7,2013,All Students,107,296,34,31.8,58,54.2,13,12.1,2,1.9,15,14
09X215,KAPPA,7,2014,All Students,99,295,29,29.3,49,49.5,17,17.2,4,4,21,21.2
09X215,KAPPA,7,2015,All Students,96,289,41,42.7,38,39.6,17,17.7,0,0,17,17.7
09X215,KAPPA,8,2013,All Students,110,301,19,17.3,63,57.3,25,22.7,3,2.7,28,25.5
09X215,KAPPA,8,2014,All Students,105,304,11,10.5,61,58.1,28,26.7,5,4.8,33,31.4
09X215,KAPPA,8,2015,All Students,96,300,21,21.9,43,44.8,24,25,8,8.3,32,33.3
